ID,Category,Q,A,Q,,,,,,,,,,,,,,,,,,,
REPEAT,C-family,Tell me about your family. / Do you have any siblings? / How many siblings do you have?,"ALREADY RECORDED //So my family consists of four people. It's my mom, my dad and my brother. My brother is older and he is a software engineer in Moldova.",Tell me about your family. , Do you have any siblings? , How many siblings do you have?,,,,,,,,,,,,,,,,,
Margarita-AID-358,C-familyuni,Has your family visited you on campus? / Did your parents come to NYUAD?,Yes they just visited me for my graduation!,Has your family visited you on campus? , Did your parents come to NYUAD?,,,,,,,,,,,,,,,,,,
Margarita-AID-359,C-familyuni,"Was it just once? Like, they've been there this once?",They've been once more in my junior year. So this is the second time.,"Was it just once? Like, they've been there this once?",,,,,,,,,,,,,,,,,,,
Margarita-AID-360,C-familyuni,"Did they like the campus, or your university?","My family thinks NYUAD looks like a paradise! With the highlines, greenery and birds chirping.","Did they like the campus, or your university?",,,,,,,,,,,,,,,,,,,
Margarita-AID-045,C-favorite,And are you a coffee person or a tea person?,Both! I love tea because it's so healthy. I love coffee for its taste and smell.,And are you a coffee person or a tea person?,,,,,,,,,,,,,,,,,,,
Margarita-AID-038,C-favorite,What is your favorite color?,I like both turquoise and yellow.,What is your favorite color?,,,,,,,,,,,,,,,,,,,
Margarita-AID-033,C-favorite,What kind of sushi do you like?,"I like different kinds of sushi, but mostly the ones with salmon.",What kind of sushi do you like?,,,,,,,,,,,,,,,,,,,
Margarita-AID-028,C-favorite,Where do you usually go with your friends?,"I like to go to the mall, eat out or hang at the beach with my friends.",Where do you usually go with your friends?,,,,,,,,,,,,,,,,,,,
Margarita-AID-041,C-favorite,What's your favorite type of foreign food?,I love Chinese Hot Pot and sushi!,What's your favorite type of foreign food?,,,,,,,,,,,,,,,,,,,
Margarita-AID-042,C-favorite,Are there any other interests outside those two? Music and economics. / What else do you like to do?,"I love drawing sometimes, but abstract shapes, basically doodling. I love volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.",Are there any other interests outside those two? Music and economics. , What else do you like to do?,,,,,,,,,,,,,,,,,,
Margarita-AID-031,C-favorite,What's your favorite food?,I love eating solyanka and poke bowls!,What's your favorite food?,,,,,,,,,,,,,,,,,,,
Margarita-AID-032,C-favorite,What's your favorite dessert?,"I love fruit chocolate and... no, that's not a thing! Fruit salads and milk chocolate. Sorry.",What's your favorite dessert?,,,,,,,,,,,,,,,,,,,
Margarita-AID-034,C-favorite,What's your favorite drink?,I love orange juice! And wine. I love wine.,What's your favorite drink?,,,,,,,,,,,,,,,,,,,
Margarita-AID-036,C-favorite,What's your favorite genre of book?,"I love science-fiction, comedy and spooky things.",What's your favorite genre of book?,,,,,,,,,,,,,,,,,,,
Margarita-AID-040,C-favorite,What is your favorite author?,I love Veronica Roth.,What is your favorite author?,,,,,,,,,,,,,,,,,,,
Margarita-AID-029,C-favorite,What sports do you like?,"I love volleyball, biking, boxing and rock-climbing.",What sports do you like?,,,,,,,,,,,,,,,,,,,
Margarita-AID-035,C-favorite,What's your favorite movie?,"I loved ""The Intouchables"" and the first ""Divergent"" movie.",What's your favorite movie?,,,,,,,,,,,,,,,,,,,
Margarita-AID-044,C-favorite,"Do you miss the food, the Moldovan cuisine?","I used to more then, but now I got so used to just changing my diet depending on where I am at that time. And also I found some place where we can eat Russian food and the dining hall is also making Russian food from time to time... so I don't miss it that much.","Do you miss the food, the Moldovan cuisine?",,,,,,,,,,,,,,,,,,,
Margarita-AID-039,C-favorite,What book impacted you the most?,"My favorite book is probably ""Bargaining for advantage"" by G. Richard Shells. But it is about how to protect your interests when you negotiate with somebody while still building relationships.",What book impacted you the most?,,,,,,,,,,,,,,,,,,,
Margarita-AID-047,C-favorite,What was your favorite class? / Which course did you like best?,My favorite courses were Negotiation and Consensus Building in New York and Fundamentals of Acting in Abu Dhabi.,What was your favorite class? , Which course did you like best?,,,,,,,,,,,,,,,,,,
Margarita-AID-037,C-favorite,What city would you most like to live in?,My favorite place ever is New York. I hope to get back there at some point. I just love how vibrant the city is and there's always something to do and people are just the right amount of polite and minding their own business.,What city would you most like to live in?,,,,,,,,,,,,,,,,,,,
Margarita-AID-030,C-favorite,What's your favorite sport?,My favorite sport is definitely volleyball.,What's your favorite sport?,,,,,,,,,,,,,,,,,,,
Margarita-AID-043,C-favorite,Do you like local food? / Do you like Arabic food?,Sometimes it is a little spicy for me. But in general if I tone it down a bit it's very delicious.,Do you like local food? , Do you like Arabic food?,,,,,,,,,,,,,,,,,,
Margarita-AID-046,C-favorite,Have you tried Arabic coffee?,Yes. Arabic coffee is so strong for me so I have to dilute it. But it's very tasty and I love the tradition of - you know - small cups and stuff... I love it.,Have you tried Arabic coffee?,,,,,,,,,,,,,,,,,,,
REPEAT,C-favorite,What's your favorite genre of movie?,"ALREADY RECORDED //I love science-fiction, comedy and spooky things.",What's your favorite genre of movie?,,,,,,,,,,,,,,,,,,,
REPEAT,C-favorite,Which was your most favorite place of all of those places?,ALREADY RECORDED //My favorite place ever is New York. I hope to get back there at some point. I just love how vibrant the city is and there's always something to do and people are just the right amount of polite and minding their own business.,Which was your most favorite place of all of those places?,,,,,,,,,,,,,,,,,,,
REPEAT,C-favorite,What's your favorite book?,"ALREADY RECORDED //My favorite book is probably ""Bargaining for advantage"" by G. Richard Shells. But it is about how to protect your interests when you negotiate with somebody while still building relationships.",What's your favorite book?,,,,,,,,,,,,,,,,,,,
REPEAT,C-favorite,Do you have another passion that's other than music?,"ALREADY RECORDED //I love drawing sometimes, but abstract shapes, basically doodling. I love volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.",Do you have another passion that's other than music?,,,,,,,,,,,,,,,,,,,
REPEAT,C-favorite,What are some of your favorite places?,ALREADY RECORDED //My favorite place ever is New York. I hope to get back there at some point. I just love how vibrant the city is and there's always something to do and people are just the right amount of polite and minding their own business.,What are some of your favorite places?,,,,,,,,,,,,,,,,,,,
Margarita-AID-361,C-favoritenyuad,What is your favorite place on campus?,There is this one tree on campus with lots of shade and birds chirping that other people don't notice for some reason. That's my favorite place!,What is your favorite place on campus?,,,,,,,,,,,,,,,,,,,
Margarita-AID-362,C-favoritenyuad,What's the thing you like the best about these years at NYU?,The fact that this education was for free for me and the fact that I've gotten to travel to so many places!,What's the thing you like the best about these years at NYU?,,,,,,,,,,,,,,,,,,,
REPEAT,C-favoritenyuad,About your campus. What was your favorite place to study on campus?,ALREADY RECORDED //There is this one tree on campus with lots of shade and birds chirping that other people don't notice for some reason. That's my favorite place!,About your campus. What was your favorite place to study on campus?,,,,,,,,,,,,,,,,,,,
Margarita-AID-363,C-feel,Were your expectations met? Like what were you expecting and what did you get?,"I got more than what I expected! I came here for the scholarship, but I loved these four years dearly.",Were your expectations met? Like what were you expecting and what did you get?,,,,,,,,,,,,,,,,,,,
Margarita-AID-364,C-feel,"Okay. How does it feel... How does it feel to be there and knowing that many many people like are here, your friends, maybe? How does it feel?","Well there's skype. And I've met so many brilliant people that I now call my friends, so I'm very happy to be here.","Okay. How does it feel... How does it feel to be there and knowing that many many people like are here, your friends, maybe? How does it feel?",,,,,,,,,,,,,,,,,,,
Margarita-AID-365,C-feel,"How did you feel... What was your reaction when you, you got the news that you got in?",It was a sigh of relief. I was just so happy that my work paid off and also I felt really lucky.,"How did you feel... What was your reaction when you, you got the news that you got in?",,,,,,,,,,,,,,,,,,,
Margarita-AID-372,C-financial,How's the meal plan?,It's pretty good. We get university money that we can only spend on campus and you get some money that you can spend outside.,How's the meal plan?,,,,,,,,,,,,,,,,,,,
Margarita-AID-371,C-financial,"Wait even if you're an international student, do you get a generous financial aid?","Yes, exactly.","Wait even if you're an international student, do you get a generous financial aid?",,,,,,,,,,,,,,,,,,,
REPEAT,C-financial,What is financial aid?,"ALREADY RECORDED //Many students here are on full scholarship, but all of them have at least partial scholarships.",What is financial aid?,,,,,,,,,,,,,,,,,,,
REPEAT,C-financial,What are the scholarships offered?,"ALREADY RECORDED //Many students here are on full scholarship, but all of them have at least partial scholarships.",What are the scholarships offered?,,,,,,,,,,,,,,,,,,,
REPEAT,C-financial,How can I apply to NYUAD?,ALREADY RECORDED //You apply to NYUAD through this website that's called Common Application which you can use for other universities at the same time.,How can I apply to NYUAD?,,,,,,,,,,,,,,,,,,,
REPEAT,C-financial,What are the financial aid plans that NYU Abu Dhabi provides?,"ALREADY RECORDED //Many students here are on full scholarship, but all of them have at least partial scholarships.",What are the financial aid plans that NYU Abu Dhabi provides?,,,,,,,,,,,,,,,,,,,
REPEAT,C-financial,How much is this scholarship and what does it cover?,"ALREADY RECORDED //Many students here are on full scholarship, but all of them have at least partial scholarships.",How much is this scholarship and what does it cover?,,,,,,,,,,,,,,,,,,,
Margarita-AID-366,C-financial,What is NYU Abu Dhabi's tuition? What opportunities are there for financial assistance?,"Many students here are on full scholarship, but all of them have at least partial scholarships.",What is NYU Abu Dhabi's tuition? What opportunities are there for financial assistance?,,,,,,,,,,,,,,,,,,,
Margarita-AID-367,C-financial,Would I be eligible for a scholarship if I have a partial scholarship with someone else?,I don't know much about that.,Would I be eligible for a scholarship if I have a partial scholarship with someone else?,,,,,,,,,,,,,,,,,,,
Margarita-AID-368,C-financial,OK and who covers this money? I mean who gives this scholarship? Is this the American government? Or the UAE the government? Is it a combination?,Our Sheikh pays for our scholarships.,OK and who covers this money? I mean who gives this scholarship? Is this the American government? Or the UAE the government? Is it a combination?,,,,,,,,,,,,,,,,,,,
Margarita-AID-369,C-financial,The scholarship just covers the fees of the university or and for living in general.,"Everything, literally everything.",The scholarship just covers the fees of the university or and for living in general.,,,,,,,,,,,,,,,,,,,
Margarita-AID-370,C-financial,"You mean they cover not only what you eat, where you stay, and for travel expenses and everything?",Everything.,"You mean they cover not only what you eat, where you stay, and for travel expenses and everything?",,,,,,,,,,,,,,,,,,,
Margarita-AID-374,C-freshman,"Could you please describe me your freshman year. Like, how was it?","It was challenging to find a tight group of friends because everyone was kind of sticking to their own cultures, because in this university there are people from everywhere around the world. But I loved it because I learned a lot.","Could you please describe me your freshman year. Like, how was it?",,,,,,,,,,,,,,,,,,,
Margarita-AID-373,C-freshman,Let's imagine that you have gone back to your freshman year. So what advice would you give to yourself now?,"The advice I'd give my younger self would be, ""No one knows what they're doing and the fact that you're still working hard and trying to find yourself is already admirable, so relax"".",Let's imagine that you have gone back to your freshman year. So what advice would you give to yourself now?,,,,,,,,,,,,,,,,,,,
Margarita-AID-052,C-future,How do you make money with music?,By being good at what you do and knowing people. That's how you get a job in the music industry and you grow from there.,How do you make money with music?,,,,,,,,,,,,,,,,,,,
Margarita-AID-055,C-future,Because like now it's like your post grad period. I know we've talked about a bit but like do you actually see yourself staying in this country for a longer time?,"I love the UAE, I don't see myself staying forever in any place ever. I love living in different places.",Because like now it's like your post grad period. I know we've talked about a bit but like do you actually see yourself staying in this country for a longer time?,,,,,,,,,,,,,,,,,,,
Margarita-AID-050,C-future,And what do you want to do after university?,"I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",And what do you want to do after university?,,,,,,,,,,,,,,,,,,,
Margarita-AID-051,C-future,Do you plan on going to grad school afterwards?,I would love to get an MBA!,Do you plan on going to grad school afterwards?,,,,,,,,,,,,,,,,,,,
Margarita-AID-057,C-future,What do you think you'll be doing in 10 years?,"In 10 years I hope to have my own business. I definitely want to contribute to the world in a way, I am very passionate about climate change, overpopulation issues, philanthropy in general. So I hope to be a businesswoman and have an impact on the world.",What do you think you'll be doing in 10 years?,,,,,,,,,,,,,,,,,,,
Margarita-AID-058,C-future,So do you envision yourself going back to your country as part of your professional career?,Maybe in the future. Not now for sure. But maybe in ten years. Yes.,So do you envision yourself going back to your country as part of your professional career?,,,,,,,,,,,,,,,,,,,
Margarita-AID-049,C-future,Then what do you want to do in the future?,"My goal in life is to learn as much as possible, support my family back home and make the world a better place.",Then what do you want to do in the future?,,,,,,,,,,,,,,,,,,,
Margarita-AID-053,C-future,Do you have a bucket list?,No.,Do you have a bucket list?,,,,,,,,,,,,,,,,,,,
Margarita-AID-054,C-future,What's on your bucket list?,Nothing!,What's on your bucket list?,,,,,,,,,,,,,,,,,,,
Margarita-AID-056,C-future,You're drawing more on your economics knowledge than music?,"Yes, because even if I love music, I don't love the music industry.",You're drawing more on your economics knowledge than music?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,Where do you want to work when you finish NYUAD?,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",Where do you want to work when you finish NYUAD?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,What is your goal in life?,"ALREADY RECORDED //My goal in life is to learn as much as possible, support my family back home and make the world a better place.",What is your goal in life?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,How do you get a job in music?,ALREADY RECORDED //By being good at what you do and knowing people. That's how you get a job in the music industry and you grow from there.,How do you get a job in music?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,What master would you get if you go into grad school?,ALREADY RECORDED //I would love to get an MBA!,What master would you get if you go into grad school?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,Where do you see yourself in five years?,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",Where do you see yourself in five years?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,"What do you want to do after you're finished? Do you wanna go back... Well, yeah.","ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!","What do you want to do after you're finished? Do you wanna go back... Well, yeah.",,,,,,,,,,,,,,,,,,,
REPEAT,C-future,And what you want to do after you graduate?,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",And what you want to do after you graduate?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,What would you do if you work in the consulting industry?,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",What would you do if you work in the consulting industry?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,That's nice. So are you planning to go to grad school back in Moldova? If you go.,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",That's nice. So are you planning to go to grad school back in Moldova? If you go.,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,With the university. What would you want to after you finish with the university?,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",With the university. What would you want to after you finish with the university?,,,,,,,,,,,,,,,,,,,
REPEAT,C-future,"What do you think you'll be doing after graduation? / You graduated but like say in one year, what do you think you'll be doing? / What do you feel your career will look like?","ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",What do you think you'll be doing after graduation? ," You graduated but like say in one year, what do you think you'll be doing? ", What do you feel your career will look like?,,,,,,,,,,,,,,,,,
Margarita-AID-380,C-futureuni,Is your job related to what you studied? / Are you using your degree in your job? / Are you using your major in your career?,A little bit. My economics minor is helping me with that a lot.,Is your job related to what you studied? , Are you using your degree in your job? , Are you using your major in your career?,,,,,,,,,,,,,,,,,
Margarita-AID-379,C-futureuni,Yeah it really sucks. So do you think you're prepared for like the real world after NYU?,I feel that I'm definitely more prepared than an average person of my age.,Yeah it really sucks. So do you think you're prepared for like the real world after NYU?,,,,,,,,,,,,,,,,,,,
Margarita-AID-378,C-futureuni,Do most people stay in Abu Dhabi or the UAE or they just go around the world?,"More people go to another country after graduation, but a considerable number stay in the UAE.",Do most people stay in Abu Dhabi or the UAE or they just go around the world?,,,,,,,,,,,,,,,,,,,
Margarita-AID-381,C-futureuni,"Is this robot artificial intelligence connected to the work, right?",Nope. It's just something I'm doing over summer.,"Is this robot artificial intelligence connected to the work, right?",,,,,,,,,,,,,,,,,,,
Margarita-AID-375,C-futureuni,What is the vision of NYUAD?,"Summed up, NYUAD's vision is to be the new paradigm in higher education and a magnet for diverse and creative people from around the world.",What is the vision of NYUAD?,,,,,,,,,,,,,,,,,,,
Margarita-AID-376,C-futureuni,When you start your studies is there any way that you learn what possibility you have to find a job if you follow this direction that you like mostly?,"There are events in which you can speak to alumni and there is Career Development Center, which is a department that helps you plan your career. But finding a job is on you.",When you start your studies is there any way that you learn what possibility you have to find a job if you follow this direction that you like mostly?,,,,,,,,,,,,,,,,,,,
Margarita-AID-377,C-futureuni,What is the percentage of people that go into work straight away from the degree?,"There are some statistics, but it could be that the people who take those surveys are the ones who got the job. It's more than 90% though.",What is the percentage of people that go into work straight away from the degree?,,,,,,,,,,,,,,,,,,,
REPEAT,C-futureuni,"What are your perspectives, like you are staying there and what are you thinking of doing?","ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!","What are your perspectives, like you are staying there and what are you thinking of doing?",,,,,,,,,,,,,,,,,,,
REPEAT,C-futureuni,So you'll be working as a consultant in Tax? Is it correct?,"ALREADY RECORDED //I will be working in Tax, Transfer Pricing, at PwC starting August 2019!",So you'll be working as a consultant in Tax? Is it correct?,,,,,,,,,,,,,,,,,,,
REPEAT,C-graduation,"Have you graduated? You graduated, right?",ALREADY RECORDED //I graduated in May 2019.,"Have you graduated? You graduated, right?",,,,,,,,,,,,,,,,,,,
Margarita-AID-059,C-greetings,Hi / Hello / Hey,Hello!,Hi , Hello , Hey,,,,,,,,,,,,,,,,,
Margarita-AID-060,C-greetings,Hi / Hello / Hey,Hey!,Hi , Hello , Hey,,,,,,,,,,,,,,,,,
Margarita-AID-061,C-greetings,Hi / Hello / Hey,Hi!,Hi , Hello , Hey,,,,,,,,,,,,,,,,,
Margarita-AID-062,C-hair,Why the red? / Why did you dye your hair red? / Is this your natural hair color?,"I started dying my hair red since I was about 15. I just like that it stands out, since I like attention.",Why the red? , Why did you dye your hair red? , Is this your natural hair color?,,,,,,,,,,,,,,,,,
Margarita-AID-383,C-help,How does NYUAD ensure a safe space for members of the lgbtq community? / Is it hard to be LGBTQ on campus? / Do LGBTQ people get discriminated on campus? / Are there safe spaces? / Does everyone feel included? / How are minorities treated?,"NYUAD provides safe space for all of its students. For example, there is a student club ""Anchorage"" for LGBTQ people and allies.",How does NYUAD ensure a safe space for members of the lgbtq community? , Is it hard to be LGBTQ on campus? , Do LGBTQ people get discriminated on campus? , Are there safe spaces? , Does everyone feel included? , How are minorities treated?,,,,,,,,,,,,,,
Margarita-AID-382,C-help,How does NYUAD support students in adjusting to life in the UAE?,There's counseling services and many events to connect and talk about your experiences.,How does NYUAD support students in adjusting to life in the UAE?,,,,,,,,,,,,,,,,,,,
REPEAT,C-help,What resources does NYUAD provide to support students with taking care of their mental health?,ALREADY RECORDED //There's counseling services and many events to connect and talk about your experiences.,What resources does NYUAD provide to support students with taking care of their mental health?,,,,,,,,,,,,,,,,,,,
REPEAT,C-help,How does NYUAD support students with their post graduation careers while in their final year?,"ALREADY RECORDED //There are events in which you can speak to alumni and there is Career Development Center, which is a department that helps you out with planning your career. But finding a job is on you.",How does NYUAD support students with their post graduation careers while in their final year?,,,,,,,,,,,,,,,,,,,
REPEAT,C-help,How does NYUAD support students with their professional development throughout their time at NYUAD?,"ALREADY RECORDED //There are events in which you can speak to alumni and there is Career Development Center, which is a department that helps you out with planning your career. But finding a job is on you.",How does NYUAD support students with their professional development throughout their time at NYUAD?,,,,,,,,,,,,,,,,,,,
REPEAT,C-help,"For people who perhaps feel depression or isolated, is there a way to make them feel better or is something organized to help them, because it happens to young people who live far from their homes, their families...",ALREADY RECORDED //There's counseling services and many events to connect and talk about your experiences.,"For people who perhaps feel depression or isolated, is there a way to make them feel better or is something organized to help them, because it happens to young people who live far from their homes, their families...",,,,,,,,,,,,,,,,,,,
REPEAT,C-help,How does NYUAD support students in building their professional skills?,"ALREADY RECORDED //There are events in which you can speak to alumni and there is Career Development Center, which is a department that helps you out with planning your career. But finding a job is on you.",How does NYUAD support students in building their professional skills?,,,,,,,,,,,,,,,,,,,
REPEAT,C-hobbies,What other areas of interest do you have?,"ALREADY RECORDED //I love drawing sometimes, but abstract shapes, basically doodling. I love volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.",What other areas of interest do you have?,,,,,,,,,,,,,,,,,,,
Margarita-AID-384,C-impact,"Did you think that after completing your studies that this whole idea of leadership has an affect to change the character of the person that enters this university? Because it is a whole way of thinking. It's not just that one course. So at the end, how much do the students finally, when they graduate, changed and accepted this as a role?","I do think I'm a better leader now. NYUAD made me so much more open-minded and goal-oriented, and I have better social skills, too.","Did you think that after completing your studies that this whole idea of leadership has an affect to change the character of the person that enters this university? Because it is a whole way of thinking. It's not just that one course. So at the end, how much do the students finally, when they graduate, changed and accepted this as a role?",,,,,,,,,,,,,,,,,,,
Margarita-AID-385,C-international,What is it like to be part of such a diverse community?,It makes you more tolerant and you understand the world better.,What is it like to be part of such a diverse community?,,,,,,,,,,,,,,,,,,,
Margarita-AID-386,C-international,Where are most NYUAD students from?,"Probably only 15 percent are Emirati students, and everyone else is from around the world.",Where are most NYUAD students from?,,,,,,,,,,,,,,,,,,,
Margarita-AID-387,C-international,Did you have courses on the cultural awareness? / Do you guys have to learn about culture differences first?,"There are such courses, if you want to take them, but with so much diversity all around you, you kind of learn by yourself.",Did you have courses on the cultural awareness? , Do you guys have to learn about culture differences first?,,,,,,,,,,,,,,,,,,
Margarita-AID-388,C-international,Do you have International Student's Day? Where students from all over the country represent their culture and so on?,We don't really have an International Students Day because every day is International Students Day here.,Do you have International Student's Day? Where students from all over the country represent their culture and so on?,,,,,,,,,,,,,,,,,,,
REPEAT,C-international,"From where will students come, and how many?","ALREADY RECORDED //Probably only 15 percent of Emirati students, and everyone else is from around the world.","From where will students come, and how many?",,,,,,,,,,,,,,,,,,,
REPEAT,C-international,"And after this, what you learn? What you avoid to do when you are in a multicultural environment? What you always perhaps do, and what you always will avoid to do, perhaps?",ALREADY RECORDED //It makes you more tolerant and you understand the world better.,"And after this, what you learn? What you avoid to do when you are in a multicultural environment? What you always perhaps do, and what you always will avoid to do, perhaps?",,,,,,,,,,,,,,,,,,,
REPEAT,C-international,How many international students do you have? Like are there a lot of people coming abroad?,"ALREADY RECORDED //Probably only 15 percent of Emirati students, and everyone else is from around the world.",How many international students do you have? Like are there a lot of people coming abroad?,,,,,,,,,,,,,,,,,,,
Margarita-AID-064,C-introductions,How old are you? / What is your age?,I am 22.,How old are you? , What is your age?,,,,,,,,,,,,,,,,,,
Margarita-AID-066,C-introductions,Are you a student here?,I just graduated from New York University Abu Dhabi!,Are you a student here?,,,,,,,,,,,,,,,,,,,
Margarita-AID-065,C-introductions,What does your name mean?,"Margarita means ""pearl"".",What does your name mean?,,,,,,,,,,,,,,,,,,,
Margarita-AID-063,C-introductions,What is your name? / What's your name? / How should I call you?,My name is Margarita.,What is your name? , What's your name? , How should I call you?,,,,,,,,,,,,,,,,,
Margarita-AID-067,C-knownyuad,How did you end up here? Why here? Like it's so far away from home. / What made you come to NYUAD in the first place? / Why did you choose to study at NYU Abu Dhabi?,"I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",How did you end up here? Why here? Like it's so far away from home. , What made you come to NYUAD in the first place? , Why did you choose to study at NYU Abu Dhabi?,,,,,,,,,,,,,,,,,
Margarita-AID-068,C-knownyuad,Do you have siblings who study in New York or Abu Dhabi?,I don't.,Do you have siblings who study in New York or Abu Dhabi?,,,,,,,,,,,,,,,,,,,
REPEAT,C-knownyuad,How did you find out about NYUAD?,"ALREADY RECORDED //I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",How did you find out about NYUAD?,,,,,,,,,,,,,,,,,,,
REPEAT,C-knownyuad,And how did you know about the place?,"ALREADY RECORDED //I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",And how did you know about the place?,,,,,,,,,,,,,,,,,,,
REPEAT,C-knownyuad,How did you find out about NYU Abu Dhabi?,"ALREADY RECORDED //I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",How did you find out about NYU Abu Dhabi?,,,,,,,,,,,,,,,,,,,
REPEAT,C-knownyuad,How did you learn about this university?,"ALREADY RECORDED //I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",How did you learn about this university?,,,,,,,,,,,,,,,,,,,
REPEAT,C-knownyuad,Margarita. How did you get there?,"ALREADY RECORDED //I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer.",Margarita. How did you get there?,,,,,,,,,,,,,,,,,,,
Margarita-AID-073,C-languages,Can you say something in Russian?,"Да, конечно. Меня зовут Маргарита и мне 22 года.",Can you say something in Russian?,,,,,,,,,,,,,,,,,,,
Margarita-AID-390,C-languages,What does Abu Dhabi mean in English?,"Abu Dhabi translates literally to ""father of the gazelle"".",What does Abu Dhabi mean in English?,,,,,,,,,,,,,,,,,,,
Margarita-AID-389,C-languages,Will I need to learn Arabic to get by in Abu Dhabi and the UAE?,All classes are in English and it is not mandatory to take any language classes.,Will I need to learn Arabic to get by in Abu Dhabi and the UAE?,,,,,,,,,,,,,,,,,,,
Margarita-AID-074,C-languages,Can you say something in French?,Bien sur! Je m'appelle Marguerite et j'ai vingt-deux ans.,Can you say something in French?,,,,,,,,,,,,,,,,,,,
Margarita-AID-072,C-languages,Can you say something in Romanian,"Desigur. Mă numesc Margarita și am 22 de ani. Da în dialectu moldovinesc: privet, eu-s Margarita șî am 22 di ani.",Can you say something in Romanian,,,,,,,,,,,,,,,,,,,
Margarita-AID-083,C-languages,Those are the two main languages there.,Exactly.,Those are the two main languages there.,,,,,,,,,,,,,,,,,,,
Margarita-AID-087,C-languages,Have you always spoken English?,I actually learned English from listening to Western music! And then I started having English classes from 5th grade on in school.,Have you always spoken English?,,,,,,,,,,,,,,,,,,,
Margarita-AID-081,C-languages,What about languages? How many languages do you speak?,"I speak five languages: Romanian, Russian, French, English and Spanish.",What about languages? How many languages do you speak?,,,,,,,,,,,,,,,,,,,
Margarita-AID-070,C-languages,Do you speak Russian?,"I speak Romanian, Russian, French, English and Spanish.",Do you speak Russian?,,,,,,,,,,,,,,,,,,,
Margarita-AID-085,C-languages,How did you learn Spanish?,"I studied abroad in Buenos Aires and since Spanish is quite close to the Romanian roots, Latin, I learned it in that semester.",How did you learn Spanish?,,,,,,,,,,,,,,,,,,,
Margarita-AID-077,C-languages,How come Moldovans speak both of those languages?,"Moldova was originally a region of Romania, and then we became a part of the Russian Empire and then the Soviet Union, and so after we became independent we were left with two languages.",How come Moldovans speak both of those languages?,,,,,,,,,,,,,,,,,,,
Margarita-AID-076,C-languages,What is the national language of Moldova?,"Moldova's national language is Romanian, but everyone also speaks Russian.",What is the national language of Moldova?,,,,,,,,,,,,,,,,,,,
Margarita-AID-391,C-languages,What are the languages spoken in Abu Dhabi?,"Most people know English, but Arabic, Persian, Hindi, and Urdu are also spoken.",What are the languages spoken in Abu Dhabi?,,,,,,,,,,,,,,,,,,,
Margarita-AID-079,C-languages,What language do your grandparents speak?,"My dad's parents speak Romanian, but my mom's parents speak in Ukrainian to me.",What language do your grandparents speak?,,,,,,,,,,,,,,,,,,,
Margarita-AID-078,C-languages,What language do you speak in your family?,"My family speaks both languages! My mom's first language is Russian and my dad's is Romanian, so it's a nice mix.",What language do you speak in your family?,,,,,,,,,,,,,,,,,,,
